"YEAR","AMA","SECTOR","CATEGORY","PARENT WATER TYPE OR SECTOR","BUDGET ELEMENT","QUANTITY"
"2012","PHOENIX AMA","Municipal","Demand","Municipal","Irrigation District Add ons","3134"
"2013","SANTA CRUZ AMA","Agricultural","Incidental Recharge","","Incidental Recharge Total","3134"
"2000","TUCSON AMA","Indian","Demand","Indian","Industrial","3128"
"2006","PINAL AMA","Indian","Demand","Indian","Indian Agricultural Lost and Unaccounted for water","3127"
"2017","TUCSON AMA","Indian","Incidental Recharge","","Incidental Recharge","3126"
"2000","PHOENIX AMA","Agricultural","Supply","Other","Other","3125"
"2010","TUCSON AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","3124"
"2018","TUCSON AMA","Municipal","Demand","Municipal","Small Provider Deliveries","3121"
"2003","PRESCOTT AMA","Recharge","Natural","","Net Natural Recharge In","3117"
"1989","PRESCOTT AMA","Recharge","Natural","","Net Natural Recharge In","3112"
"2009","SANTA CRUZ AMA","Agricultural","Incidental Recharge","","Incidental Recharge Total","3110"
"2013","PHOENIX AMA","Municipal","Supply","Spill","Spill","3110"
"1997","SANTA CRUZ AMA","Agricultural","Incidental Recharge","","Incidental Recharge Total","3108"
"2001","PINAL AMA","Municipal","Supply","AWS Groundwater Accounting","Groundwater Allowance Pumping","3104"
"1986","TUCSON AMA","Agricultural","Supply","Effluent","Effluent","3102"
"1993","SANTA CRUZ AMA","Recharge","Natural","","US Effluent","3102"
"2002","PRESCOTT AMA","Recharge","Natural","","Net Natural Recharge In","3102"
"2007","TUCSON AMA","Indian","Incidental Recharge","","Incidental Recharge","3097"
"1990","PRESCOTT AMA","Recharge","Natural","","Net Natural Recharge In","3095"
"2009","PRESCOTT AMA","Recharge","Natural","","Net Natural Recharge In","3095"
"2007","PRESCOTT AMA","Recharge","Natural","","Net Natural Recharge In","3094"
"1998","SANTA CRUZ AMA","Municipal","Demand","Municipal","Large Provider Residential Deliveries","3090"
"2007","PRESCOTT AMA","Agricultural","Demand","Agricultural","Non-Exempt IGFRs","3090"
"1995","TUCSON AMA","Indian","Supply","Groundwater","Groundwater","3089"
"2005","TUCSON AMA","Industrial","Demand","Industrial","Power Generation Facilities","3083"
"2007","PINAL AMA","Industrial","Demand","Industrial","Golf Courses","3083"
"2002","PINAL AMA","Municipal","Supply","AWS Groundwater Accounting","Groundwater Allowance Pumping","3081"
"2001","PRESCOTT AMA","Recharge","Natural","","Net Natural Recharge In","3079"
"2009","PRESCOTT AMA","Agricultural","Demand","Agricultural","Non-Exempt IGFRs","3075"
"2006","PRESCOTT AMA","Recharge","Natural","","Net Natural Recharge In","3074"
"1991","PRESCOTT AMA","Municipal","Population","Municipal","Small Municipal Provider Population","3073"
"1996","PINAL AMA","Municipal","Population","Municipal","AMA Exempt Well Population","3071"
"2013","TUCSON AMA","Industrial","Demand","Industrial","Non Facility Use","3068"
"1994","TUCSON AMA","Municipal","Supply","Effluent","Recovered Effluent","3065"
"2000","PRESCOTT AMA","Recharge","Natural","","Net Natural Recharge In","3064"
"2007","PINAL AMA","Industrial","Demand","Industrial","Cattle Feedlots","3064"
"1997","PRESCOTT AMA","Recharge","Natural","","Net Natural Recharge In","3060"
"2008","SANTA CRUZ AMA","Agricultural","Incidental Recharge","","Incidental Recharge Total","3060"
"1994","TUCSON AMA","Agricultural","Supply","Effluent","Effluent","3056"
"1994","PRESCOTT AMA","Recharge","Natural","","Net Natural Recharge In","3055"
"2004","PINAL AMA","Municipal","Supply","CAP","CAP","3053"
"1987","PRESCOTT AMA","Recharge","Natural","","Net Natural Recharge In","3052"
"1991","TUCSON AMA","Agricultural","Supply","Effluent","Effluent","3047"
"1996","PRESCOTT AMA","Recharge","Natural","","Net Natural Recharge In","3046"
"2018","TUCSON AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","3044"
"2000","PINAL AMA","Indian","Demand","Indian","Indian Agricultural Lost and Unaccounted for water","3040"
"2012","PINAL AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","3039"
"1990","PRESCOTT AMA","Municipal","Population","Municipal","Small Municipal Provider Population","3037"
"1999","PRESCOTT AMA","Recharge","Natural","","Net Natural Recharge In","3037"
"1989","PRESCOTT AMA","Municipal","Population","Municipal","Small Municipal Provider Population","3035"
"2006","PINAL AMA","Industrial","Demand","Industrial","Cattle Feedlots","3033"
"2014","PHOENIX AMA","Municipal","Demand","Municipal","Irrigation District Add ons","3033"
"2005","PINAL AMA","Industrial","Demand","Industrial","Parks Schools Cemeteries HOAs","3027"
"1992","TUCSON AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","3026"
"1986","PRESCOTT AMA","Recharge","Natural","","Net Natural Recharge In","3022"
"2006","PINAL AMA","Municipal","Supply","CAP","CAP","3022"
"2012","TUCSON AMA","Municipal","Supply","AWS Groundwater Accounting","Excess","3021"
"1990","PRESCOTT AMA","Agricultural","Incidental Recharge","","Incidental Recharge Total","3020"
"2008","PINAL AMA","Industrial","Demand","Industrial","Cattle Feedlots","3008"
"2008","PHOENIX AMA","Municipal","Demand","Municipal","Small Provider Deliveries","3002"
"2018","PINAL AMA","Municipal","Exempt Wells","Municipal","AMA Exempt Wells","3001"
"1985","PRESCOTT AMA","Recharge","Natural","","Net Natural Recharge In","2992"
"1989","TUCSON AMA","Municipal","Demand","Municipal","Small Provider Deliveries","2992"
"2001","PINAL AMA","Industrial","Demand","Industrial","Golf Courses","2989"
"2011","PRESCOTT AMA","Recharge","Natural","","Net Natural Recharge In","2989"
"1998","PRESCOTT AMA","Municipal","Demand","Municipal","Large Provider Non-Residential Deliveries","2988"
"1998","TUCSON AMA","Indian","Supply","Groundwater","Groundwater","2988"
"2011","PINAL AMA","Industrial","Demand","Industrial","Non Facility Use","2984"
"1995","TUCSON AMA","Indian","Demand","Indian","Industrial","2982"
"2018","PRESCOTT AMA","Municipal","Supply","Effluent","Effluent","2975"
"2000","TUCSON AMA","Industrial","Demand","Industrial","Parks Schools Cemeteries HOAs","2972"
"1988","TUCSON AMA","Municipal","Demand","Municipal","Small Provider Deliveries","2963"
"2017","PINAL AMA","Municipal","Exempt Wells","Municipal","AMA Exempt Wells","2959"
"2009","PINAL AMA","Industrial","Demand","Industrial","Cattle Feedlots","2958"
"2014","TUCSON AMA","Municipal","Supply","AWS Groundwater Accounting","Excess","2957"
"2004","PHOENIX AMA","Industrial","Supply","Effluent","Recovered Effluent","2956"
"2008","PINAL AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","2955"
"2007","SANTA CRUZ AMA","Municipal","Demand","Municipal","Large Provider Non-Residential Deliveries","2952"
"2006","SANTA CRUZ AMA","Municipal","Population","Municipal","Small Municipal Provider Population","2948"
"1999","TUCSON AMA","Municipal","Supply","CAP","Recovered CAP","2941"
"2015","PRESCOTT AMA","Municipal","Supply","Surface Water","Recovered Surface Water","2937"
"2013","TUCSON AMA","Municipal","Supply","AWS Groundwater Accounting","Excess","2933"
"2012","PRESCOTT AMA","Recharge","Natural","","Net Natural Recharge In","2929"
"2013","PRESCOTT AMA","Recharge","Natural","","Net Natural Recharge In","2929"
"2015","PRESCOTT AMA","Recharge","Natural","","Net Natural Recharge In","2929"
"2016","PRESCOTT AMA","Recharge","Natural","","Net Natural Recharge In","2929"
"2016","PINAL AMA","Municipal","Exempt Wells","Municipal","AMA Exempt Wells","2928"
"2007","TUCSON AMA","Industrial","Demand","Industrial","Power Generation Facilities","2923"
"1991","SANTA CRUZ AMA","Agricultural","Incidental Recharge","","Incidental Recharge Total","2909"
"2003","PINAL AMA","Municipal","Supply","CAP","CAP","2905"
"1990","SANTA CRUZ AMA","Agricultural","Incidental Recharge","","Incidental Recharge Total","2901"
"2016","TUCSON AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","2901"
"1993","TUCSON AMA","Agricultural","Supply","CAP","GSF (CAP)","2900"
"2013","PHOENIX AMA","Industrial","Demand","Industrial","Parks Schools Cemeteries HOAs","2898"
"2013","PHOENIX AMA","Agricultural","Supply","Effluent","GSF (EFFLUENT)","2895"
"2015","PINAL AMA","Municipal","Exempt Wells","Municipal","AMA Exempt Wells","2894"
"1985","PHOENIX AMA","Industrial","Demand","Industrial","Cattle Feedlots","2887"
"2003","TUCSON AMA","Industrial","Demand","Industrial","Power Generation Facilities","2885"
"2002","PINAL AMA","Indian","Supply","Surface Water","Surface Water","2880"
"2008","PINAL AMA","Industrial","Demand","Industrial","Golf Courses","2880"
"2017","PINAL AMA","Industrial","Supply","Effluent","Effluent","2877"
"2009","SANTA CRUZ AMA","Municipal","Population","Municipal","Small Municipal Provider Population","2870"
"2000","SANTA CRUZ AMA","Agricultural","Incidental Recharge","","Incidental Recharge Total","2869"
"2008","SANTA CRUZ AMA","Municipal","Population","Municipal","Small Municipal Provider Population","2869"
"2014","PINAL AMA","Municipal","Exempt Wells","Municipal","AMA Exempt Wells","2869"
"1998","TUCSON AMA","Indian","Demand","Indian","Industrial","2868"
"2002","TUCSON AMA","Municipal","Supply","Effluent","Effluent","2868"
"2005","PHOENIX AMA","Municipal","Demand","Municipal","Small Provider Deliveries","2860"
"2004","PHOENIX AMA","Municipal","Demand","Municipal","Small Provider Deliveries","2859"
"2004","PHOENIX AMA","Industrial","Supply","Groundwater","Poor Quality GW","2859"
"1992","PHOENIX AMA","Industrial","Demand","Industrial","Parks Schools Cemeteries HOAs","2857"
"1995","PINAL AMA","Municipal","Population","Municipal","AMA Exempt Well Population","2856"
"1999","PRESCOTT AMA","Municipal","Demand","Municipal","Large Provider Non-Residential Deliveries","2854"
"2005","SANTA CRUZ AMA","Municipal","Demand","Municipal","Large Provider Non-Residential Deliveries","2853"
"2017","TUCSON AMA","Municipal","Supply","AWS Groundwater Accounting","Excess","2852"
"2011","PHOENIX AMA","Municipal","Demand","Municipal","Irrigation District Add ons","2849"
"2013","PINAL AMA","Municipal","Exempt Wells","Municipal","AMA Exempt Wells","2848"
"1987","TUCSON AMA","Municipal","Demand","Municipal","Small Provider Deliveries","2847"
"2011","PINAL AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","2841"
"1992","SANTA CRUZ AMA","Municipal","Demand","Municipal","Large Provider Residential Deliveries","2834"
"1993","TUCSON AMA","Municipal","Supply","Effluent","Effluent","2823"
"2012","PINAL AMA","Municipal","Exempt Wells","Municipal","AMA Exempt Wells","2821"
"2012","PINAL AMA","Municipal","Demand","Municipal","Deliveries to Individual Users","2817"
"1988","SANTA CRUZ AMA","Agricultural","Incidental Recharge","","Incidental Recharge Total","2816"
"1999","SANTA CRUZ AMA","Agricultural","Incidental Recharge","","Incidental Recharge Total","2809"
"2012","SANTA CRUZ AMA","Agricultural","Incidental Recharge","","Incidental Recharge Total","2809"
"2002","PHOENIX AMA","Municipal","Demand","Municipal","Small Provider Deliveries","2806"
"2007","PRESCOTT AMA","Agricultural","Supply","Groundwater","Groundwater","2801"
"1990","PHOENIX AMA","Municipal","Supply","Effluent","Effluent","2800"
"1990","PHOENIX AMA","Municipal","Supply","Effluent","Direct Use Effluent","2800"
"2011","PINAL AMA","Municipal","Exempt Wells","Municipal","AMA Exempt Wells","2796"
"2018","PHOENIX AMA","Agricultural","Supply","CAP","CAP","2796"
"1988","PRESCOTT AMA","Municipal","Population","Municipal","Small Municipal Provider Population","2791"
"2002","SANTA CRUZ AMA","Agricultural","Incidental Recharge","","Incidental Recharge Total","2788"
"1987","TUCSON AMA","Industrial","Demand","Industrial","Drainage and Dewatering Permits","2787"
"2010","PRESCOTT AMA","Municipal","Supply","Surface Water","Recovered Surface Water","2784"
"2013","TUCSON AMA","Agricultural","Demand","Agricultural","Agricultural Lost and Unaccounted","2779"
"2012","PINAL AMA","Municipal","Demand","Municipal","Large Provider Lost and Unaccounted for Water","2778"
"2015","PINAL AMA","Municipal","Supply","CAP","CAP","2775"
"1989","TUCSON AMA","Industrial","Demand","Industrial","Power Generation Facilities","2774"
"2010","PINAL AMA","Municipal","Exempt Wells","Municipal","AMA Exempt Wells","2774"
"2012","PINAL AMA","Industrial","Demand","Industrial","Parks Schools Cemeteries HOAs","2770"
"2005","SANTA CRUZ AMA","Municipal","Population","Municipal","Small Municipal Provider Population","2767"
"2002","PHOENIX AMA","Agricultural","Supply","Other","Other","2764"
"1995","TUCSON AMA","Municipal","Supply","Effluent","Recovered Effluent","2761"
"1998","PRESCOTT AMA","Agricultural","Incidental Recharge","","Incidental Recharge Total","2758"
"1999","PINAL AMA","Industrial","Demand","Industrial","Golf Courses","2754"
"2003","PRESCOTT AMA","Agricultural","Supply","Groundwater","Groundwater","2754"
"1996","PRESCOTT AMA","Municipal","Demand","Municipal","Large Provider Non-Residential Deliveries","2745"
"2000","PINAL AMA","Industrial","Demand","Industrial","Golf Courses","2744"
"2009","PINAL AMA","Municipal","Exempt Wells","Municipal","AMA Exempt Wells","2743"
"2011","PINAL AMA","Municipal","Demand","Municipal","Large Provider Lost and Unaccounted for Water","2742"
"2012","PHOENIX AMA","Agricultural","Supply","Effluent","GSF (EFFLUENT)","2742"
"2018","PRESCOTT AMA","Agricultural","Demand","Agricultural","Non-Exempt IGFRs","2740"
"2018","PRESCOTT AMA","Agricultural","Supply","Groundwater","Groundwater","2740"
"2004","SANTA CRUZ AMA","Municipal","Population","Municipal","Small Municipal Provider Population","2738"
"1988","TUCSON AMA","Industrial","Demand","Industrial","Power Generation Facilities","2736"
"1993","SANTA CRUZ AMA","Municipal","Demand","Municipal","Large Provider Residential Deliveries","2733"
"2008","PHOENIX AMA","Agricultural","Supply","Effluent","GSF (EFFLUENT)","2733"
"1985","TUCSON AMA","Municipal","Demand","Municipal","Small Provider Deliveries","2728"
"2002","PHOENIX AMA","Industrial","Supply","Effluent","Recovered Effluent","2724"
"2009","TUCSON AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","2719"
"2008","PINAL AMA","Municipal","Exempt Wells","Municipal","AMA Exempt Wells","2717"
"2009","PRESCOTT AMA","Agricultural","Supply","Groundwater","Groundwater","2717"
"2016","PINAL AMA","Industrial","Demand","Industrial","Non Facility Use","2711"
"1987","PINAL AMA","Municipal","Demand","Municipal","Small Provider Deliveries","2710"
"2004","SANTA CRUZ AMA","Municipal","Demand","Municipal","Large Provider Non-Residential Deliveries","2707"
"2000","PHOENIX AMA","Municipal","Demand","Municipal","Irrigation District Add ons","2706"
"1986","TUCSON AMA","Municipal","Demand","Municipal","Small Provider Deliveries","2702"
"1991","TUCSON AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","2701"
"1990","TUCSON AMA","Municipal","Demand","Municipal","Small Provider Deliveries","2700"
"2001","SANTA CRUZ AMA","Agricultural","Incidental Recharge","","Incidental Recharge Total","2700"
"1993","TUCSON AMA","Agricultural","Supply","Effluent","Effluent","2684"
"2003","TUCSON AMA","Indian","Incidental Recharge","","Incidental Recharge","2682"
"2011","TUCSON AMA","Agricultural","Demand","Agricultural","Agricultural Lost and Unaccounted","2680"
"2009","PHOENIX AMA","Municipal","Demand","Municipal","Small Provider Deliveries","2678"
"1996","TUCSON AMA","Agricultural","Supply","Effluent","Effluent","2676"
"2001","PINAL AMA","Industrial","Demand","Industrial","Cattle Feedlots","2676"
"2007","PINAL AMA","Municipal","Exempt Wells","Municipal","AMA Exempt Wells","2676"
"2005","TUCSON AMA","Indian","Incidental Recharge","","Incidental Recharge","2673"
"1986","SANTA CRUZ AMA","Agricultural","Incidental Recharge","","Incidental Recharge Total","2672"
"2016","SANTA CRUZ AMA","Agricultural","Incidental Recharge","","Incidental Recharge Total","2669"
"2018","PHOENIX AMA","Municipal","Demand","Municipal","Small Provider Deliveries","2668"
"2008","PINAL AMA","Municipal","Supply","CAP","CAP","2662"
"1994","PINAL AMA","Recharge","Natural","","Riparian Transpiration GW","2661"
"2011","PHOENIX AMA","Industrial","Demand","Industrial","Parks Schools Cemeteries HOAs","2659"
"1994","PINAL AMA","Municipal","Population","Municipal","AMA Exempt Well Population","2657"
